Pla,ActWt,Dr,Rtg,RtgChange,Age,RC,Track,Course,Dist,Class,Daysincelastmatch,COC,No1,No2,No3,NoStarts,hrsW,hrsP,hrsNo2Per,hrsNo3Per,R10day,X1516TW,X1516T2,X1516T3,X1516T4,X1516TWper,X1516TTP,X1516TPper,X1516JW,X1516J3,X1516J4,X1516JR,X1516JWper,X1516JPper,RecencyFinish.average,Weight.Rel.,Weight.Rel.Dist
a06,118,2,63,0,6,ST,Turf,B+2,1800,3,25,AUS,5,3,11,48,0.1,0.4,0.06,0.23,1,19,23,25,25,0.05108,67,0.18011,26,37,36,403,0.06452,0.24566,0.14,-1.786,-3214.26
a09,120,11,46,-2,5,HV,Turf,A,1650,4,19,IRE,0,0,0,12,0,0,0,0,1,17,12,6,10,0.09043,35,0.18617,4,7,12,193,0.02073,0.08808,0.38,-4.667,-7700.055
a09,120,11,50,-2,7,HV,Turf,C,1200,4,32,NZ,5,3,6,51,0.1,0.27,0.06,0.12,1,10,9,10,12,0.06329,29,0.18354,10,10,10,160,0.0625,0.2,0.14,-5.5,-6600
a07,126,3,78,0,4,HV,Turf,A,1200,3,19,AUS,1,2,2,14,0.07,0.36,0.14,0.14,1,35,25,23,23,0.14228,83,0.3374,46,30,17,283,0.16254,0.41343,0.13,0.667,800.04
a10,124,1,31,0,9,ST,Turf,C,1600,5,60,AUS,3,3,2,41,0.07,0.2,0.07,0.05,1,16,20,17,14,0.09091,53,0.30114,18,18,18,220,0.08182,0.24091,-0.38,1.643,2628.64
a08,131,1,78,1,4,HV,Turf,C+3,1200,3,50,AUS,1,1,2,12,0.08,0.33,0.08,0.17,1,20,15,17,15,0.11765,52,0.30588,57,32,27,253,0.2253,0.51779,0.19,7.5,9000
a07,125,10,32,0,4,HV,Turf,C+3,1200,5,21,NZ,0,0,0,8,0,0,0,0,1,25,24,30,30,0.05787,79,0.18287,36,37,33,405,0.08889,0.26667,-0.22,-0.917,-1100.04
a10,107,2,64,-1,6,ST,AWT,AWT,1200,3,14,GB,3,3,3,33,0.09,0.27,0.09,0.09,2,9,18,13,8,0.04054,40,0.18018,1,9,10,95,0.01053,0.16842,0.13,-16.167,-19400.04
a12,133,1,105,12,5,ST,Turf,C,2200,2,18,IRE,4,2,2,20,0.2,0.4,0.1,0.1,1,46,24,32,31,0.11471,102,0.25436,35,30,26,280,0.125,0.32143,0.33,12.786,28128.54
a12,128,12,54,5,5,HV,Turf,A,1800,4,14,IRE,4,0,3,24,0.17,0.29,0,0.13,1,15,12,15,14,0.13,42,0.36,45,25,22,198,0.23,0.54,0.22,3.3,5850
a01,127,2,54,7,5,ST,Turf,A,1600,4,7,AUS,1,2,1,10,0.1,0.4,0.2,0.1,2,36,26,29,26,0.10714,91,0.27083,5,5,2,36,0.13889,0.41667,0.29,4.214,6742.88
a05,130,13,77,0,5,ST,Turf,B+2,1600,3,50,USA,3,2,2,18,0.17,0.39,0.11,0.11,1,26,21,16,18,0.12745,63,0.30882,1,2,5,26,0.03846,0.15385,0.28,8.786,14057.12
a09,130,9,57,0,4,ST,Turf,C+3,1200,4,66,NZ,0,4,2,11,0,0.55,0.36,0.18,1,3,7,15,11,0.02174,25,0.18116,4,5,10,81,0.04938,0.18519,0.26,4.5,5400
a02,125,5,34,-5,3,ST,AWT,AWT,1200,5,21,AUS,0,0,0,6,0,0,0,0,1,18,32,23,20,0.05422,73,0.21988,8,17,17,261,0.03065,0.15326,-0.32,4.333,5199.96
a09,112,9,65,0,4,HV,Turf,C+3,1650,3,21,GB,1,1,1,10,0.1,0.3,0.1,0.1,1,63,43,29,46,0.19091,135,0.40909,7,12,10,156,0.04487,0.15385,0.27,-9.583,-15812.445
a09,121,2,51,-3,6,ST,Turf,A,1400,4,14,FR,1,1,1,24,0.04,0.13,0.04,0.04,1,46,69,43,48,0.08348,158,0.28675,3,6,7,220,0.01364,0.05909,0.1,-2.071,-2899.96
a10,113,7,19,-2,8,ST,AWT,AWT,1800,5,32,NZ,1,4,5,45,0.02,0.22,0.09,0.11,1,4,8,8,6,0.0381,20,0.19048,10,12,13,187,0.05348,0.20321,0.01,-12.6,-22628.6
a06,120,7,44,-2,5,ST,Turf,A,1200,4,20,NZ,0,1,0,6,0,0.166666667,0.166666667,0,1,12,12,15,10,0.081081081,39,0.263513514,3,6,9,89,0.033707865,0.224719101,0.14,1.071428571,149914.2857
a04,120,11,67,7,4,ST,Turf,C,1200,3,28,AUS,1,2,0,10,0.1,0.3,0.2,0,1,27,39,57,46,0.0615,123,0.28018,106,57,46,439,0.24146,0.46014,0.09,-2.583,-3099.96
a04,129,5,56,1,5,ST,Turf,C+3,1200,4,69,AUS,0,1,0,9,0,0.11,0.11,0,1,16,13,23,18,0.06867,52,0.22318,14,17,13,183,0.0765,0.25683,0.26,6,7200
a12,124,5,51,0,4,HV,Turf,B,1200,4,22,AUS,1,0,0,7,0.14,0.14,0,0,1,69,48,33,51,0.18801,150,0.40872,134,58,60,518,0.25869,0.52896,0.13,4.167,5000.04
a04,120,11,47,9,5,HV,Turf,C+3,1200,4,70,GB,2,0,2,22,0.09,0.18,0,0.09,0,21,24,26,17,0.08607,71,0.29098,23,32,23,263,0.08745,0.31179,0.14,-3.333,-3999.96
a03,122,2,85,11,4,ST,Turf,C+3,1200,2,42,NZ,1,0,0,1,1,1,0,0,0,30,29,27,20,0.09146,86,0.2622,93,53,40,546,0.17033,0.41941,0.5,0.25,300
a04,119,7,66,6,4,ST,Turf,A,1200,3,56,AUS,2,1,1,7,0.29,0.57,0.14,0.14,1,20,15,17,15,0.148,52,0.385,50,28,23,225,0.222,0.524,0.38,-4.5,-5400
a12,129,10,52,0,3,HV,Turf,C+3,1200,4,0,NZ,0,0,0,0,0,0,0,0,0,11,10,8,10,0.081481481,29,0.214814815,17,15,10,114,0.149122807,0.368421053,0,3.666666667,150400
a06,110,9,61,-1,4,ST,AWT,AWT,1200,3,67,AUS,1,7,1,17,0.06,0.53,0.41,0.06,1,22,20,25,24,0.0991,67,0.3018,1,2,3,59,0.01695,0.0678,0.19,-13.5,-16200
a11,130,9,37,0,5,ST,Turf,C,1200,5,25,IRE,0,2,2,26,0,0.15,0.08,0.08,1,27,39,57,46,0.0615,123,0.28018,46,57,46,439,0.10478,0.32346,-0.08,5.333,6399.96
a01,116,6,82,-2,6,HV,Turf,B,1800,2,17,AUS,6,3,0,32,0.19,0.28,0.09,0,1,16,14,13,11,0.09467,43,0.25444,4,5,7,75,0.05333,0.24,0.03,-6.417,-11550
a10,125,9,39,0,7,HV,Turf,C,1000,5,35,AUS,2,2,4,37,0.054054054,0.216216216,0.054054054,0.108108108,1,10,3,5,7,0.172413793,18,0.310344828,5,4,5,110,0.045454545,0.154545455,0.17,0.666666667,124333.3333
a04,121,4,88,-2,5,ST,Turf,A+3,1400,2,62,AUS,2,2,1,16,0.13,0.31,0.13,0.06,0,36,32,31,39,0.08491,99,0.23349,27,29,29,396,0.06818,0.2399,-0.03,3,4200
a12,132,8,39,-2,6,HV,Turf,C+3,1200,5,84,AUS,2,0,4,21,0.1,0.29,0,0.19,0,12,25,25,29,0.03458,62,0.17867,8,10,25,309,0.02589,0.08414,-0.13,6.083,7299.96
a11,124,1,90,0,5,ST,Turf,C+3,1000,2,27,NZ,3,1,0,10,0.3,0.4,0.1,0,1,17,15,14,12,0.0929,46,0.25137,7,4,11,124,0.05645,0.15323,0.25,0.917,916.7
a07,125,12,88,-1,5,ST,Turf,A+3,1400,2,265,IRE,2,2,1,19,0.11,0.26,0.11,0.05,1,10,14,12,10,0.07937,36,0.28571,17,16,15,196,0.08673,0.2449,0.85,3.357,4699.94
a11,115,8,81,1,6,ST,Turf,C+3,1600,2,14,GB,3,5,2,30,0.1,0.33,0.17,0.07,1,78,55,39,56,0.1844,172,0.40662,9,12,26,334,0.02695,0.08683,0.17,-4.5,-7200
a13,121,3,70,-3,4,ST,Turf,B+2,1600,3,32,IRE,0,0,0,3,0,0,0,0,2,15,9,4,9,0.10204,28,0.19048,3,3,6,116,0.02586,0.10345,-0.45,-0.214,-342.88
a02,121,6,78,5,5,HV,Turf,C,1200,3,42,AUS,4,1,3,22,0.18,0.36,0.05,0.14,0,32,34,42,37,0.07619,108,0.25714,15,17,6,81,0.18519,0.41975,0.13,-0.583,-699.96
a10,133,12,59,0,5,HV,Turf,A,1650,4,22,AUS,4,2,6,26,0.15,0.46,0.08,0.23,2,26,19,21,19,0.10317,66,0.2619,24,16,12,167,0.14371,0.34132,-0.13,8.333,13749.945
a13,126,6,87,-2,4,ST,Turf,A,1800,R,28,IRE,0,0,0,2,0,0,0,0,1,32,36,30,32,0.10492,98,0.32131,0,5,3,43,0,0.13953,-0.35,0,0
a07,119,4,46,-2,3,HV,Turf,A,1200,4,17,NZ,0,1,0,7,0,0.14,0.14,0,2,38,51,34,40,0.09291,123,0.30073,19,24,20,280,0.06786,0.25714,0.04,-0.75,-900
a12,116,2,48,-2,3,HV,Turf,B,1000,4,14,NZ,0,0,0,3,0,0,0,0,2,49,32,32,38,0.11922,113,0.27494,16,29,28,380,0.04211,0.16316,-0.19,-5.25,-5250
a11,118,11,61,1,6,ST,AWT,AWT,1200,3,25,AUS,3,4,4,30,0.1,0.37,0.13,0.13,1,7,6,6,12,0.04094,19,0.11111,8,19,19,252,0.03175,0.16667,-0.13,-6.417,-7700.04
a12,125,3,69,-2,4,HV,Turf,C,1200,3,24,NZ,0,0,0,2,0,0,0,0,1,43,30,31,35,0.11316,104,0.27368,27,38,36,343,0.07872,0.30612,-0.31,0.25,300
a05,111,7,66,6,4,HV,Turf,C+3,1650,3,132,NZ,3,1,3,12,0.25,0.58,0.08,0.25,0,39,28,42,32,0.09443,109,0.26392,11,21,16,193,0.05699,0.21244,0.35,-7.667,-12650.055
a07,113,12,61,0,7,HV,Turf,A,1200,3,21,NZ,3,3,3,33,0.09,0.27,0.09,0.09,1,17,31,22,19,0.05363,70,0.22082,20,15,18,329,0.06079,0.16109,0.23,-8.25,-9900
a06,125,7,32,0,5,ST,AWT,AWT,1200,5,18,IRE,1,0,1,18,0.06,0.11,0,0.06,1,26,29,33,28,0.07808,88,0.26426,135,61,60,526,0.25665,0.53042,0.12,4.333,5199.96
a04,125,1,51,-2,6,HV,Turf,A,1200,4,49,NZ,2,1,5,24,0.08,0.33,0.04,0.21,1,23,18,20,20,0.09871,61,0.2618,5,19,17,151,0.03311,0.24503,0.19,1.333,1599.96
a13,119,8,70,0,3,ST,Turf,A,1200,3,18,AUS,0,0,0,1,0,0,0,0,1,21,27,23,16,0.07749,71,0.26199,9,9,11,194,0.04639,0.11856,-0.27,0,0
a01,117,8,47,6,4,ST,Turf,C+3,1800,4,36,AUS,2,0,1,11,0.18,0.27,0,0.09,1,38,28,37,32,0.0987,103,0.26753,20,15,18,336,0.05952,0.15774,0.27,-5.923,-10661.58
a13,122,6,39,1,6,ST,Turf,A+3,1600,5,32,AUS,1,3,1,18,0.06,0.28,0.17,0.06,1,19,36,23,22,0.05413,78,0.22222,12,21,16,198,0.06061,0.21212,0.19,-3.286,-5257.12
a02,130,1,54,-2,5,ST,AWT,AWT,1800,4,24,NZ,1,1,3,13,0.08,0.38,0.08,0.23,1,14,25,30,25,0.05283,69,0.26038,23,32,26,273,0.08425,0.30037,-0.01,5.286,9514.26
a06,133,2,59,-2,6,HV,Turf,C,1200,4,14,AUS,3,4,4,32,0.09,0.34,0.13,0.13,2,8,7,6,15,0.04103,21,0.10769,0,0,2,14,0,0,-0.13,12.167,14600.04
a04,132,5,58,0,5,HV,Turf,C+3,1200,4,98,GB,1,1,3,17,0.06,0.29,0.06,0.18,0,36,32,30,38,0.08612,98,0.23445,4,5,8,69,0.05797,0.13043,0.18,11.333,13599.96
a04,110,8,41,-4,5,ST,AWT,AWT,1200,4,24,AUS,0,0,0,14,0,0,0,0,1,17,28,37,32,0.05431,82,0.26198,1,2,4,130,0.00769,0.05385,-0.24,-12,-14400
a13,121,5,85,-2,6,ST,Turf,C,1600,2,28,AUS,3,3,6,27,0.11,0.44,0.11,0.22,2,11,18,8,8,0.06215,37,0.20904,3,4,7,92,0.03261,0.11957,-0.14,-0.857,-1371.36
a14,126,14,73,0,4,ST,Turf,B+2,1400,3,42,IRE,0,0,0,1,0,0,0,0,0,45,22,31,31,0.11509,98,0.25064,13,20,25,313,0.04153,0.15016,-0.5,3.357,4699.94
a06,126,9,71,0,6,HV,Turf,A,1200,3,31,AUS,4,1,1,30,0.13,0.2,0.03,0.03,1,5,6,7,12,0.04,18,0.14,10,12,13,179,0.06,0.21,0.01,2.7,3200
a12,113,8,61,-2,4,HV,Turf,A,1200,3,18,GB,1,3,3,8,0.125,0.875,0.375,0.375,1,23,11,13,5,0.221153846,47,0.451923077,4,7,8,131,0.030534351,0.129770992,-0.03,-9.916666667,147500
a06,122,7,83,0,4,ST,Turf,A+3,2000,2,93,IRE,0,0,2,7,0,0.29,0,0.29,0,21,18,23,22,0.1066,62,0.31472,5,9,8,133,0.03759,0.17293,0.64,-2.077,-4153.8
a06,120,1,46,-2,8,ST,Turf,C,1800,4,39,AUS,3,6,4,40,0.08,0.33,0.15,0.1,2,15,10,6,9,0.09375,31,0.19375,4,5,11,166,0.0241,0.07831,0.38,-3.071,-5528.52
a10,103,5,16,-2,6,ST,AWT,AWT,1200,5,31,NZ,0,4,2,40,0,0.15,0.1,0.05,1,14,23,21,13,0.04746,58,0.19661,5,16,13,144,0.03472,0.20139,0.77,-19.167,-23000.04
a08,130,12,37,-2,6,HV,Turf,C+3,1200,5,24,NZ,1,0,0,22,0.05,0.05,0,0,1,37,27,32,28,0.10423,96,0.27042,33,28,24,257,0.1284,0.32685,0.06,4.917,5900.04
a06,123,3,70,0,4,HV,Turf,C,1800,3,21,AUS,2,2,2,14,0.14,0.43,0.14,0.14,1,46,33,27,33,0.1811,106,0.41732,92,49,43,389,0.2365,0.52185,0.12,0.167,300.06
a03,113,6,41,-2,4,HV,Turf,A,1200,4,31,IRE,0,2,2,44,0,0.090909091,0.045454545,0.045454545,1,9,7,12,12,0.069767442,28,0.217054264,15,12,14,174,0.086206897,0.218390805,-0.09,-9.083333333,146500
a11,117,9,46,-2,3,ST,Turf,A+3,1600,4,14,NZ,0,0,0,4,0,0,0,0,2,26,21,37,29,0.07104,84,0.22951,12,19,25,300,0.04,0.15,-0.27,-5,-8000
a11,118,5,44,-5,4,HV,Turf,B,1200,4,41,NZ,0,0,0,3,0,0,0,0,0,7,6,6,11,0.04242,19,0.11515,7,8,18,256,0.02734,0.08203,-0.35,-5.583,-6699.96
a01,107,3,63,-2,6,HV,Turf,C,1650,3,24,SAF,1,1,1,27,0.04,0.11,0.04,0.04,1,27,28,25,26,0.07781,80,0.23055,9,20,16,184,0.04891,0.20652,-0.13,-15.333,-25299.945
a14,127,5,54,0,5,ST,AWT,AWT,1650,4,36,NZ,2,5,5,31,0.06,0.39,0.16,0.16,0,25,42,26,27,0.06053,93,0.22518,13,23,17,210,0.0619,0.26667,0.17,5.143,8485.785
a01,128,3,73,-2,5,HV,Turf,A,1200,3,35,AUS,3,1,3,21,0.14,0.33,0.05,0.14,0,28,29,36,30,0.07756,93,0.25762,33,25,37,388,0.08505,0.21907,0.13,4.75,5700
a06,121,4,84,6,6,ST,Turf,Turf,1800,2,25,NZ,3,3,0,21,0.142857143,0.285714286,0.142857143,0,1,10,10,7,10,0.08,27,0.216,7,7,10,95,0.073684211,0.252631579,0.03,-6.333333333,223800
a05,120,12,54,-2,6,HV,Turf,C+3,1200,4,17,NZ,2,5,5,32,0.0625,0.375,0.15625,0.15625,2,7,17,12,23,0.046052632,36,0.236842105,10,23,13,137,0.072992701,0.350364964,0.06,-3.083333333,147700
a08,121,12,66,0,8,ST,Turf,B+2,1400,3,25,IRE,3,5,5,36,0.08,0.36,0.14,0.14,1,23,28,31,23,0.07797,82,0.27797,29,19,28,311,0.09325,0.23151,0.33,-1.643,-2300.06
a13,127,2,54,-1,5,ST,Turf,C,1400,4,0,GB,0,0,0,10,0,0,0,0,1,19,37,23,23,0.05263,79,0.21884,16,23,23,361,0.04432,0.21053,-0.03,4.615,6461.56
a06,122,7,28,-2,9,HV,Turf,C+3,1200,5,42,AUS,5,5,9,63,0.079365079,0.301587302,0.079365079,0.142857143,0,4,5,2,2,0.105263158,11,0.289473684,33,19,9,161,0.204968944,0.50310559,-0.09,-3.583333333,150700
a03,125,1,71,0,4,ST,Turf,A,1400,3,81,NZ,0,0,0,1,0,0,0,0,0,22,21,12,15,0.07407,55,0.18519,20,20,22,314,0.06369,0.23248,0.19,0.615,861.56
a05,123,2,51,-4,7,ST,Turf,C,1000,4,21,AUS,2,5,4,32,0.06,0.34,0.16,0.13,1,7,12,20,15,0.03286,39,0.1831,5,12,11,264,0.01894,0.10606,-0.17,-0.214,-214.3
a03,124,10,87,1,5,ST,AWT,AWT,1200,2,35,AUS,2,1,2,11,0.18,0.45,0.09,0.18,1,13,9,21,10,0.07831,43,0.25904,12,15,13,162,0.07407,0.25309,0.31,0,0
a07,126,13,72,0,4,ST,Turf,A,1400,3,28,AUS,0,0,0,2,0,0,0,0,1,31,25,45,34,0.0711,101,0.23165,33,33,34,345,0.09565,0.26667,0.08,2.615,3661.56
a10,115,14,62,8,3,ST,Turf,A,1200,3,36,AUS,1,1,0,2,0.5,1,0.5,0,0,9,20,21,21,0.03158,50,0.17544,116,56,53,465,0.24946,0.52473,0.46,-6.786,-8142.84
a10,125,10,32,-2,8,HV,Turf,C+3,1650,5,35,AUS,2,9,5,57,0.04,0.28,0.16,0.09,0,10,12,15,22,0.04032,37,0.14919,11,24,27,234,0.04701,0.22222,0.03,1.333,2199.945
a01,125,11,33,-7,5,ST,Turf,A,1400,5,196,NZ,0,0,0,10,0,0,0,0,0,7,13,9,6,0.03911,29,0.16201,14,17,14,195,0.07179,0.25641,-0.28,-0.357,-499.94
a12,117,3,46,-2,3,ST,Turf,C,1400,4,14,AUS,0,0,0,4,0,0,0,0,2,33,32,27,32,0.10577,92,0.29487,8,17,16,248,0.03226,0.15323,-0.12,-3.857,-5399.94
a01,121,7,68,-3,5,HV,Turf,C,1800,3,147,FR,0,0,0,7,0,0,0,0,0,15,15,16,16,0.0641,46,0.19658,5,8,11,106,0.04717,0.18868,-0.32,-1.833,-3299.94
a11,125,3,71,-1,6,ST,Turf,A,1200,3,17,AUS,5,1,2,24,0.208333333,0.333333333,0.041666667,0.083333333,1,6,11,7,8,0.075,24,0.3,11,10,11,90,0.122222222,0.277777778,0.05,10.35714286,147171.4286
a03,131,9,58,0,4,ST,Turf,A,1600,4,36,NZ,1,2,0,8,0.13,0.38,0.25,0,0,31,29,25,30,0.11032,85,0.30249,4,3,3,23,0.17391,0.3913,0.24,7.786,12457.12
a10,126,8,91,-2,6,ST,Turf,Turf,1800,2,14,NZ,5,6,1,29,0.172413793,0.413793103,0.206896552,0.034482759,2,13,14,10,7,0.12037037,37,0.342592593,12,10,12,155,0.077419355,0.212903226,0.17,3.666666667,223800
a08,130,9,56,8,4,HV,Turf,C,1200,4,28,GB,1,0,1,13,0.08,0.15,0,0.08,1,43,30,31,35,0.11316,104,0.27368,73,43,27,458,0.15939,0.40175,0.18,9.167,11000.04
a08,111,9,64,-1,5,ST,AWT,AWT,1200,3,25,AUS,2,2,3,16,0.13,0.44,0.13,0.19,1,22,27,30,22,0.07746,79,0.27817,3,14,12,127,0.02362,0.18898,0.13,-13.417,-16100.04
a10,118,11,64,-2,8,HV,Turf,A,1200,3,21,AUS,3,7,4,36,0.083333333,0.388888889,0.194444444,0.111111111,2,14,15,17,12,0.08045977,46,0.264367816,35,24,11,177,0.197740113,0.502824859,-0.06,-4.916666667,147500
a09,125,14,52,0,3,ST,Turf,A,1200,4,21,NZ,0,0,0,1,0,0,0,0,1,27,29,35,28,0.07872,91,0.26531,30,30,44,470,0.06383,0.21915,0.04,-4.214,-5057.16
a04,114,4,61,0,5,ST,Turf,A,1200,3,28,AUS,0,0,1,9,0,0.11,0,0.11,1,16,28,33,30,0.05517,77,0.26552,21,33,29,371,0.0566,0.22911,0.17,-7.786,-9342.84
a13,124,2,35,-7,5,ST,Turf,A,1400,5,32,IRE,0,0,0,5,0,0,0,0,1,8,7,6,15,0.0404,21,0.10606,2,2,6,158,0.01266,0.05063,-0.36,0.429,600.04
a06,122,14,48,-2,3,ST,Turf,A,1000,4,70,AUS,0,0,2,4,0,0.5,0,0.5,0,39,38,31,34,0.10156,108,0.28125,41,41,40,453,0.09051,0.2649,0.08,2.643,2642.9
a03,132,1,58,0,7,ST,AWT,AWT,1200,4,24,NZ,7,6,8,54,0.13,0.39,0.11,0.15,1,21,24,28,19,0.08203,73,0.28516,29,26,24,317,0.09148,0.26814,0.33,7.583,9099.96
a03,103,6,87,-1,6,ST,Turf,B,1400,1,29,USA,2,4,3,24,0.08,0.38,0.17,0.13,1,16,15,28,22,0.06154,59,0.22692,1,6,7,81,0.01235,0.16049,0.19,-17.111,-23955.54
a09,121,4,70,-2,6,HV,Turf,C,1800,3,21,NZ,0,0,0,5,0,0,0,0,1,13,24,15,13,0.05628,52,0.22511,7,11,13,196,0.03571,0.14286,-0.12,-1.833,-3299.94
a12,121,7,50,-2,3,ST,Turf,B,1000,4,11,NZ,0,0,0,2,0,0,0,0,2,22,17,36,23,0.0712,75,0.24272,7,16,20,247,0.02834,0.12955,-0.35,-3.786,-3785.7
a09,121,12,28,-2,4,HV,Turf,B,1200,5,21,NZ,0,0,0,6,0,0,0,0,1,20,22,23,16,0.09009,65,0.29279,4,6,10,92,0.04348,0.17391,-0.4,-2.25,-2700
a05,130,10,97,2,4,ST,Turf,A+3,1400,2,20,IRE,1,1,1,6,0.17,0.5,0.17,0.17,1,59,34,42,42,0.10806,135,0.24725,102,57,42,573,0.17801,0.43106,0.12,12,16800
a07,120,6,83,0,6,ST,AWT,AWT,1200,2,25,AUS,4,1,3,24,0.17,0.33,0.04,0.13,1,14,13,13,11,0.1037,40,0.2963,46,26,22,206,0.2233,0.53398,0.14,-4,-4800
a06,121,6,67,1,4,HV,Turf,B,1650,3,36,AUS,1,2,0,11,0.09,0.27,0.18,0,0,31,24,41,33,0.07416,96,0.22967,8,9,24,301,0.02658,0.08306,0.29,-2.25,-3712.5
a02,129,12,35,-2,6,HV,Turf,A,1000,5,14,NZ,1,0,0,23,0.04,0.04,0,0,1,38,27,37,30,0.10053,102,0.26984,66,41,26,429,0.15385,0.39394,0.04,6.667,6666.7
a08,108,11,83,-2,4,ST,Turf,A+3,1000,2,49,GB,0,0,0,2,0,0,0,0,0,40,60,38,42,0.08791,138,0.3033,2,3,6,167,0.01198,0.05389,-0.27,-7.786,-7785.7
a08,133,5,77,0,4,HV,Turf,B,1000,3,21,AUS,2,1,2,14,0.14,0.36,0.07,0.14,2,35,43,33,38,0.09831,111,0.3118,8,17,19,234,0.03419,0.16239,0.17,10.75,10750
a05,125,11,52,0,4,HV,Turf,C+3,1200,4,18,AUS,0,0,0,1,0,0,0,0,1,3,10,10,8,0.02419,23,0.18548,15,9,18,188,0.07979,0.18617,-0.38,0.583,699.96
a05,120,14,84,10,5,ST,Turf,C,1600,2,42,IRE,2,2,2,17,0.12,0.35,0.12,0.12,1,24,18,20,21,0.09917,62,0.2562,11,17,18,221,0.04977,0.20814,0.25,-1.857,-2971.36
a10,126,7,85,3,4,ST,Turf,A,1600,R,42,AUS,1,0,1,3,0.33,0.67,0,0.33,1,35,26,23,26,0.1699,84,0.40777,2,1,1,10,0.2,0.4,0.27,0,0
a05,130,3,57,-2,5,ST,Turf,A,1400,4,20,NZ,2,4,5,26,0.08,0.42,0.15,0.19,1,13,24,15,14,0.05556,52,0.22222,28,21,16,201,0.1393,0.34328,0.03,6.643,9300.06
a08,122,4,48,-1,5,HV,Turf,B,1650,4,25,GB,2,1,0,26,0.08,0.12,0.04,0,1,20,12,15,17,0.13986,47,0.32867,29,19,13,193,0.15026,0.38342,-0.01,-2.25,-3712.5
a05,125,4,72,0,4,ST,Turf,A,1200,3,0,NZ,0,0,0,0,0,0,0,0,0,3,4,1,2,0.111111111,8,0.296296296,7,5,4,94,0.074468085,0.20212766,0,-9.642857143,145971.4286
a07,117,12,65,0,5,ST,Turf,C,1800,3,22,AUS,3,2,0,12,0.25,0.42,0.17,0,1,13,21,25,21,0.05778,59,0.26222,3,4,7,156,0.01923,0.10256,0.37,-7.692,-13846.14
a03,117,1,66,-2,6,HV,Turf,B,1000,3,24,SAF,2,1,0,16,0.13,0.19,0.06,0,1,21,18,18,19,0.07447,57,0.20213,18,18,17,273,0.06593,0.20513,-0.03,-5.25,-5250
a07,113,13,65,5,4,ST,Turf,A+3,1400,3,41,AUS,2,5,2,17,0.12,0.53,0.29,0.12,0,20,27,32,39,0.04545,79,0.17955,14,25,24,307,0.0456,0.16287,0.22,-8.214,-11500.02
a04,122,4,69,-2,6,ST,Turf,C,1200,3,39,AUS,2,4,4,33,0.06,0.3,0.12,0.12,0,11,22,22,25,0.03481,55,0.17405,26,39,38,421,0.06176,0.24703,0.03,0.333,399.96
a11,125,5,105,0,5,HV,Turf,C,1800,1,17,NZ,2,2,2,20,0.1,0.3,0.1,0.1,2,49,32,30,28,0.14412,111,0.32647,29,20,29,322,0.09006,0.21739,0.01,7.333,13199.94
a10,121,4,78,-2,4,HV,Turf,C+3,1000,2,23,GB,0,0,0,2,0,0,0,0,1,20,17,35,23,0.06601,72,0.23762,5,8,15,220,0.02273,0.08636,-0.46,-2.5,-2500
a10,112,2,21,-2,6,ST,Turf,C+3,1650,5,39,IRE,1,3,3,32,0.03,0.22,0.09,0.09,1,7,15,10,18,0.03302,32,0.15094,7,16,16,221,0.03167,0.1448,-0.51,-9,-14850
a04,106,1,19,2,4,ST,Turf,A,1400,5,21,AUS,0,0,3,18,0,0.17,0,0.17,2,37,35,56,39,0.06955,128,0.2406,13,23,22,294,0.04422,0.15306,0.15,-14.786,-20699.98
a02,125,5,32,-3,4,HV,Turf,B,1800,5,10,FR,0,0,0,10,0,0,0,0,1,19,18,10,10,0.07917,47,0.19583,30,30,27,342,0.08772,0.26316,-0.22,1.167,2100.06
a02,133,4,101,0,5,HV,Turf,A,1650,2,10,AUS,4,2,5,13,0.31,0.85,0.15,0.38,1,34,33,29,32,0.10559,96,0.29814,35,33,26,288,0.12153,0.32639,0.38,12.417,20487.56
a05,131,4,38,-2,7,HV,Turf,A,1200,5,24,GB,4,2,4,35,0.114285714,0.285714286,0.057142857,0.114285714,1,8,9,2,5,0.084210526,19,0.2,30,19,16,169,0.177514793,0.479289941,0.09,6,150000
a11,125,9,71,0,4,ST,Turf,B,1400,3,16,AUS,0,0,0,1,0,0,0,0,1,11,16,15,12,0.06627,42,0.25301,3,4,7,147,0.02041,0.10204,-0.19,1.643,2300.06
a02,122,1,85,8,5,ST,Turf,C+3,1650,2,63,AUS,4,2,2,14,0.29,0.57,0.14,0.14,0,25,22,28,30,0.09766,75,0.29297,44,28,16,267,0.16479,0.41199,0.36,-2.083,-3437.445
a04,131,11,57,0,4,ST,AWT,AWT,1200,4,25,GB,0,0,0,1,0,0,0,0,1,15,28,20,17,0.05226,63,0.21951,61,39,24,389,0.15681,0.4036,0.19,9.583,11499.96
a07,133,4,109,0,4,ST,Turf,C,1600,1,15,IRE,4,5,1,13,0.307692308,0.769230769,0.384615385,0.076923077,2,7,10,10,12,0.053030303,27,0.204545455,4,11,9,114,0.035087719,0.219298246,0.31,10.9,190560
a03,126,2,95,5,5,HV,Turf,B,1200,2,28,AUS,4,4,0,14,0.29,0.57,0.29,0,1,41,21,28,30,0.11357,90,0.24931,7,11,9,135,0.05185,0.17037,0.28,3.417,4100.04
