,Pkey,SC_ID,Region,GLG,Weight,d15N,d13C,N_per,C_per,YOB,CalenderYear,CNRatio,CNR,Site,AgeClass,sample_per_ID,Net_d15N,Weaning
296,510,ZHSC38,MPRE,3,1.091,13.8,-14.6,2.07,6.16,NA,NA,2.975845411,U,MPRE,Juvenile,13,-3.2,Y
297,511,ZHSC38,MPRE,4,1.015,13.5,-14.7,2.05,6.14,NA,NA,2.995121951,U,MPRE,Juvenile,13,-3.5,Y
298,512,ZHSC38,MPRE,5,0.857,13.3,-14.2,2.07,6.21,NA,NA,3,U,MPRE,Juvenile,13,-3.7,Y
299,513,ZHSC38,MPRE,6,1.102,13.5,-14.4,1.97,5.82,NA,NA,2.954314721,U,MPRE,Juvenile,13,-3.5,Y
300,514,ZHSC38,MPRE,7,0.695,13.7,-15.1,2.18,6.61,NA,NA,3.032110092,U,MPRE,Juvenile,13,-3.3,Y
301,515,ZHSC38,MPRE,8,0.614,13.5,-15.4,2.04,6.18,NA,NA,3.029411765,U,MPRE,Juvenile,13,-3.5,Y
302,516,ZHSC38,MPRE,9,0.733,13.5,-15.8,2.15,6.54,NA,NA,3.041860465,U,MPRE,Juvenile,13,-3.5,Y
303,517,ZHSC38,MPRE,10,0.651,13.8,-15.9,2.14,6.52,NA,NA,3.046728972,U,MPRE,Adult,13,-3.2,Y
304,518,ZHSC38,MPRE,11,0.908,14.4,-15.2,2.35,7.02,NA,NA,2.987234043,U,MPRE,Adult,13,-2.6,Y
305,519,ZHSC38,MPRE,12,0.686,13.8,-15.4,2.36,7.05,NA,NA,2.987288136,U,MPRE,Adult,13,-3.2,Y
306,520,ZHSC38,MPRE,13,0.614,13,-14.7,2.41,7.26,NA,NA,3.012448133,U,MPRE,Adult,13,-4,Y
399,645,ZHSC47,EPRE,1,2.506,17.5,-13.9,2.09,5.98,NA,NA,2.861244019,U,EPRE,Juvenile,21,0,Y
400,646,ZHSC47,EPRE,2,1.39,15.5,-14.8,2.31,6.61,NA,NA,2.861471861,U,EPRE,Juvenile,21,-2,Y
401,647,ZHSC47,EPRE,3,1.392,14.9,-14.7,2.26,6.56,NA,NA,2.902654867,U,EPRE,Juvenile,21,-2.6,Y
402,648,ZHSC47,EPRE,4,1.21,13.9,-14.7,2.22,6.43,NA,NA,2.896396396,U,EPRE,Juvenile,21,-3.6,Y
403,649,ZHSC47,EPRE,5,1.46,13.5,-14.2,2,5.91,NA,NA,2.955,U,EPRE,Juvenile,21,-4,Y
404,650,ZHSC47,EPRE,6,1.309,13.4,-13.9,2.13,6.38,NA,NA,2.995305164,U,EPRE,Juvenile,21,-4.1,Y
405,651,ZHSC47,EPRE,7,1.257,13.8,-14.1,2.13,6.37,NA,NA,2.990610329,U,EPRE,Juvenile,21,-3.7,Y
406,652,ZHSC47,EPRE,8,1.794,14.4,-14.4,2.25,6.73,NA,NA,2.991111111,U,EPRE,Juvenile,21,-3.1,Y
407,653,ZHSC47,EPRE,9,1.271,14.3,-14.4,2.16,6.43,NA,NA,2.976851852,U,EPRE,Juvenile,21,-3.2,Y
408,654,ZHSC47,EPRE,10,1.149,14.3,-14.9,2.35,7.08,NA,NA,3.012765957,U,EPRE,Adult,21,-3.2,Y
409,655,ZHSC47,EPRE,11,1.229,14.2,-14.5,2.31,6.8,NA,NA,2.943722944,U,EPRE,Adult,21,-3.3,Y
410,656,ZHSC47,EPRE,12,1.149,13.6,-14.4,2.36,6.89,NA,NA,2.919491525,U,EPRE,Adult,21,-3.9,Y
411,657,ZHSC47,EPRE,13,1.146,13.8,-14.2,2.36,6.82,NA,NA,2.889830508,U,EPRE,Adult,21,-3.7,Y
412,658,ZHSC47,EPRE,14,0.904,13.7,-14.3,2.32,6.72,NA,NA,2.896551724,U,EPRE,Adult,21,-3.8,Y
413,659,ZHSC47,EPRE,15,0.764,13.5,-14.3,2.39,6.83,NA,NA,2.857740586,U,EPRE,Adult,21,-4,Y
414,660,ZHSC47,EPRE,16,0.788,13.2,-14.6,2.38,6.88,NA,NA,2.890756303,U,EPRE,Adult,21,-4.3,Y
415,661,ZHSC47,EPRE,17,0.586,13,-14.5,2.45,6.99,NA,NA,2.853061224,U,EPRE,Adult,21,-4.5,Y
416,662,ZHSC47,EPRE,18,0.603,13.4,-14.3,2.53,7.16,NA,NA,2.830039526,U,EPRE,Adult,21,-4.1,Y
417,663,ZHSC47,EPRE,19,0.539,13.1,-14.3,2.6,7.35,NA,NA,2.826923077,U,EPRE,Adult,21,-4.4,Y
419,665,ZHSC47,EPRE,8,0.58,13.3,-14.3,2.5,7.03,NA,NA,2.812,U,EPRE,Juvenile,21,-4.2,Y
336,564,ZHSC48,EPRE,1,1.399,17.4,-16.1,2.04,5.95,NA,NA,2.916666667,U,EPRE,Juvenile,7,0,Y
337,565,ZHSC48,EPRE,2,1.056,16.2,-16.6,2.21,6.38,NA,NA,2.886877828,U,EPRE,Juvenile,7,-1.2,Y
338,566,ZHSC48,EPRE,3,1.009,15.5,-17,2.34,6.7,NA,NA,2.863247863,U,EPRE,Juvenile,7,-1.9,Y
339,567,ZHSC48,EPRE,4,1.145,15.6,-17.2,2.45,7.05,NA,NA,2.87755102,U,EPRE,Juvenile,7,-1.8,Y
340,568,ZHSC48,EPRE,5,1.176,15.2,-17.6,2.43,7.24,NA,NA,2.979423868,U,EPRE,Juvenile,7,-2.2,Y
341,569,ZHSC48,EPRE,6,1.005,14.7,-17.5,2.46,7.01,NA,NA,2.849593496,U,EPRE,Juvenile,7,-2.7,Y
342,570,ZHSC48,EPRE,7,0.921,14.9,-17.6,2.49,7.32,NA,NA,2.939759036,U,EPRE,Juvenile,7,-2.5,Y
356,584,ZHSC49,EPRE,1,2.05,17.3,-14.3,2.45,7.34,NA,NA,2.995918367,U,EPRE,Juvenile,15,0,Y
357,585,ZHSC49,EPRE,2,0.901,14.6,-14.9,2.82,8.19,NA,NA,2.904255319,U,EPRE,Juvenile,15,-2.7,Y
358,586,ZHSC49,EPRE,3,0.887,14.3,-14.7,2.75,8.25,NA,NA,3,U,EPRE,Juvenile,15,-3,Y
359,587,ZHSC49,EPRE,4,2.703,14.7,-14.2,2.53,7.66,NA,NA,3.027667984,U,EPRE,Juvenile,15,-2.6,Y
360,588,ZHSC49,EPRE,5,1.919,14.6,-15,2.35,7.38,NA,NA,3.140425532,U,EPRE,Juvenile,15,-2.7,Y
361,589,ZHSC49,EPRE,6,1.687,14.5,-14.6,2.49,7.48,NA,NA,3.004016064,U,EPRE,Juvenile,15,-2.8,Y
362,590,ZHSC49,EPRE,7,1.616,14.6,-14.6,2.55,7.77,NA,NA,3.047058824,U,EPRE,Juvenile,15,-2.7,Y
363,591,ZHSC49,EPRE,8,1.36,14.6,-14.6,2.54,7.67,NA,NA,3.019685039,U,EPRE,Juvenile,15,-2.7,Y
364,592,ZHSC49,EPRE,9,1.323,14.4,-14.5,2.66,8.03,NA,NA,3.018796992,U,EPRE,Juvenile,15,-2.9,Y
365,593,ZHSC49,EPRE,10,0.877,13.9,-14.5,2.72,8.15,NA,NA,2.996323529,U,EPRE,Adult,15,-3.4,Y
366,594,ZHSC49,EPRE,11,0.62,13.7,-14.6,2.78,8.21,NA,NA,2.95323741,U,EPRE,Adult,15,-3.6,Y
367,595,ZHSC49,EPRE,12,0.488,12.7,-14.7,2.78,8.12,NA,NA,2.920863309,U,EPRE,Adult,15,-4.6,Y
368,596,ZHSC49,EPRE,13,0.508,12.8,-14.4,2.48,7.25,NA,NA,2.923387097,U,EPRE,Adult,15,-4.5,Y
369,597,ZHSC49,EPRE,14,0.409,12.7,-14.7,2.77,8.02,NA,NA,2.895306859,U,EPRE,Adult,15,-4.6,Y
370,598,ZHSC49,EPRE,15,0.422,13,-14.8,2.69,7.81,NA,NA,2.903345725,U,EPRE,Adult,15,-4.3,Y
229,408,ZHSC54,EPRE,1,1.488,16.8,-16.4,2.43,6.87,NA,NA,2.827160494,U,EPRE,Juvenile,6,0,Y
230,409,ZHSC54,EPRE,2,1.599,15.7,-17.3,2.54,7.42,NA,NA,2.921259843,U,EPRE,Juvenile,6,-1.1,Y
231,410,ZHSC54,EPRE,3,1.589,15.3,-17.5,2.35,6.96,NA,NA,2.961702128,U,EPRE,Juvenile,6,-1.5,Y
232,411,ZHSC54,EPRE,4,1.577,15.3,-17.9,2.35,6.95,NA,NA,2.957446809,U,EPRE,Juvenile,6,-1.5,Y
233,412,ZHSC54,EPRE,5,1.871,14.8,-17.8,2.57,7.59,NA,NA,2.953307393,U,EPRE,Juvenile,6,-2,Y
234,413,ZHSC54,EPRE,6,1.069,14.1,-18.2,2.78,8.22,NA,NA,2.956834532,U,EPRE,Juvenile,6,-2.7,Y
