Pkey,CSV,SC_ID,Region,GLG,Weight,d15N,d13C,N_per,C_per,YOB,CalenderYear
609,P62,ZHSC161213,MPRE,11,1.215,14.4,-17,2.72,8.23,1997,2008
610,P63,ZHSC161213,MPRE,12,1.217,14.2,-16.8,2.84,8.58,1997,2009
611,P64,ZHSC170410,MPRE,0,0.622,16.7,-13.9,3.08,8.84,1991,1991
612,P65,ZHSC170410,MPRE,1,1.154,15.1,-14.5,2.31,6.71,1991,1992
613,P66,ZHSC170410,MPRE,2,0.986,14,-14.5,2.32,6.78,1991,1993
614,P67,ZHSC170410,MPRE,3,1.206,13.6,-14.6,2.29,6.8,1991,1994
615,P68,ZHSC170410,MPRE,4,1.25,13.2,-14.5,2.26,6.8,1991,1995
616,P69,ZHSC170410,MPRE,5,1.278,12.9,-14.7,2.26,6.73,1991,1996
617,P70,ZHSC170410,MPRE,6,1.103,12.7,-14.5,2.29,6.89,1991,1997
618,P71,ZHSC170410,MPRE,7,1.103,13.2,-14.8,2,5.98,1991,1998
619,P72,ZHSC170410,MPRE,8,0.913,12.8,-15.1,2.36,7.08,1991,1999
620,P73,ZHSC170410,MPRE,9,0.865,12.9,-15.1,2.28,6.79,1991,2000
621,P74,ZHSC170410,MPRE,10,0.916,13.8,-14.6,2.23,6.63,1991,2001
622,P75,ZHSC170410,MPRE,11,0.933,13.9,-14.9,2.32,6.87,1991,2002
623,P76,ZHSC170410,MPRE,12,0.819,13.8,-15.4,2.25,6.79,1991,2003
624,P77,ZHSC170410,MPRE,13,0.683,13.6,-15.3,2.29,6.86,1991,2004
625,P78,ZHSC170410,MPRE,14,0.759,13.6,-15.4,2.36,6.97,1991,2005
626,P79,ZHSC170410,MPRE,15,0.67,13.2,-15.5,2.35,7.04,1991,2006
627,P81,ZHSC170805,EPRE,1,1.156,17.9,-15.5,2.25,6.46,1996,1997
628,P82,ZHSC170805,EPRE,2,1.091,15.4,-16.5,2.18,6.35,1996,1998
629,P83,ZHSC170805,EPRE,3,1.717,16.3,-16.3,1.67,6.37,1996,1999
630,P84,ZHSC170805,EPRE,4,1.344,15.7,-15.9,2.19,6.54,1996,2000
631,P85,ZHSC170805,EPRE,5,1.195,17.5,-16,2.16,6.25,1996,2001
632,P86,ZHSC170805,EPRE,6,1.247,16.7,-16.3,2.29,6.69,1996,2002
633,P87,ZHSC170805,EPRE,7,1.071,16.4,-16.1,2.38,6.92,1996,2003
634,P88,ZHSC170805,EPRE,8,0.989,16.1,-16.1,2.41,7.05,1996,2004
635,P89,ZHSC170805,EPRE,9,1.076,16.3,-16.1,2.4,6.95,1996,2005
636,P90,ZHSC170805,EPRE,10,0.799,15.9,-16.3,2.51,7.23,1996,2006
637,P91,ZHSC170805,EPRE,11,0.609,15.1,-16.8,2.57,7.31,1996,2007
638,P92,ZHSC170805,EPRE,12,0.473,15,-16.6,2.5,7.13,1996,2008
639,P93,ZHSC170805,EPRE,13,1.415,17,-16.2,2.15,6.28,1996,2009
640,P94,ZHSC170805,EPRE,14,0.98,17.4,-15.9,2.52,7.29,1996,2010
641,P95,ZHSC170805,EPRE,15,NA,NA,NA,NA,NA,1996,2011
642,P96,ZHSC170805,EPRE,16,0.764,15.8,-16.5,2.36,6.66,1996,2012
643,P97,ZHSC170805,EPRE,17,NA,NA,NA,NA,NA,1996,2013
644,P98,ZHSC170805,EPRE,18,0.893,16.4,-17.6,2.61,7.56,1996,2014
645,P99,ZHSC110505,EPRE,1,2.506,17.5,-13.9,2.09,5.98,1986,1987
646,P100,ZHSC110505,EPRE,2,1.39,15.5,-14.8,2.31,6.61,1986,1988
647,P101,ZHSC110505,EPRE,3,1.392,14.9,-14.7,2.26,6.56,1986,1989
648,P102,ZHSC110505,EPRE,4,1.21,13.9,-14.7,2.22,6.43,1986,1990
649,P103,ZHSC110505,EPRE,5,1.46,13.5,-14.2,2,5.91,1986,1991
650,P104,ZHSC110505,EPRE,6,1.309,13.4,-13.9,2.13,6.38,1986,1992
651,P105,ZHSC110505,EPRE,7,1.257,13.8,-14.1,2.13,6.37,1986,1993
652,P106,ZHSC110505,EPRE,8,1.794,14.4,-14.4,2.25,6.73,1986,1994
653,P107,ZHSC110505,EPRE,9,1.271,14.3,-14.4,2.16,6.43,1986,1995
654,P108,ZHSC110505,EPRE,10,1.149,14.3,-14.9,2.35,7.08,1986,1996
655,P109,ZHSC110505,EPRE,11,1.229,14.2,-14.5,2.31,6.8,1986,1997
656,P110,ZHSC110505,EPRE,12,1.149,13.6,-14.4,2.36,6.89,1986,1998
657,P111,ZHSC110505,EPRE,13,1.146,13.8,-14.2,2.36,6.82,1986,1999
658,P112,ZHSC110505,EPRE,14,0.904,13.7,-14.3,2.32,6.72,1986,2000
659,P113,ZHSC110505,EPRE,15,0.764,13.5,-14.3,2.39,6.83,1986,2001
660,P114,ZHSC110505,EPRE,16,0.788,13.2,-14.6,2.38,6.88,1986,2002
661,P115,ZHSC110505,EPRE,17,0.586,13,-14.5,2.45,6.99,1986,2003
662,P116,ZHSC110505,EPRE,18,0.603,13.4,-14.3,2.53,7.16,1986,2004
663,P117,ZHSC110505,EPRE,19,0.539,13.1,-14.3,2.6,7.35,1986,2005
664,P118,ZHSC110505,EPRE,21,0.53,13,-14.3,2.57,7.22,1986,2007
665,P119,ZHSC110505,EPRE,8,0.58,13.3,-14.3,2.5,7.03,1986,1994
666,R1,ZHSC080819,EPRE,1,0.443,16.1,-14.9,2.65,7.12,2007,2008
667,R2,HKSC132706,HK,1,0.743,18,-14.5,2.28,6.28,2012,2013
668,R3,HKSC150606,HK,1,0.562,14.6,-18.6,2.31,6.66,2014,2015
669,R4,HKSC100809,HK,1,0.274,15.3,-14.9,2.5,6.63,2009,2010
670,R5,HKSC141504,HK,1,1.673,17.3,-15.9,2.15,6.09,2013,2014
671,R6,HKSC140606,HK,1,1.329,19,-14.4,2.33,6.57,2013,2014
672,R7,HKSC170506-2,HK,1,1.369,17.6,-13.9,2.37,6.58,2016,2017
673,R8,ZHSC100716,EPRE,1,0.522,16.7,-16,2.66,7.27,2009,2010
674,R9,HKSC130210,HK,1,0.673,19.7,-18.2,2.55,7.56,2012,2013
675,R10,ZHSC170308,MPRE,1,0.471,14.1,-14.2,2.47,6.64,2016,2017
676,R11,HKSC150506,HK,1,1.008,16.8,-14.7,2.49,6.95,2014,2015
677,R12,HKSC110608,HK,1,0.223,14.3,-14.7,2.8,7.21,2010,2011
678,R13,HKSC120505,HK,1,0.575,15.9,-15.8,2.32,6.38,2011,2012
679,R14,HKSC110312,HK,1,1.061,19,-14.4,2.16,6.09,2010,2011
680,R15,ZHSC170530,MPRE,1,1.047,12.2,-16.7,2.44,6.89,2015,2016
681,R16,ZHSC170530,MPRE,2,1.817,14.4,-15.6,2.15,6.13,2015,2017
682,R17,ZHSC170524,NA,1,0.268,14.8,-17.4,2.91,7.8,2016,2017
683,R18,ZHSC120920,MPRE,1,2.151,17.9,-13.9,1.55,4.27,2011,2012
685,R20,ZHSC091028,EPRE,1,0.634,17.3,-15,2.42,6.8,2008,2009
686,R21,ZHSC150428,EPRE,1,1.249,18.3,-15,2.24,6.22,2014,2015
687,R22,ZHSC110819,EPRE,1,0.958,18.8,-16.1,2.28,6.33,2010,2011
688,R23,HKSC091708,HK,1,0.785,16.9,-14.5,2.35,6.48,2008,2009
689,R25,HKSC121208,HK,1,0.439,17.9,-17.6,2.48,6.86,2011,2012
690,R26,HKSC170506,HK,1,2.159,17.7,-13.9,1.91,5.28,2016,2017
691,R28,HKSC091708,HK,1,0.312,14,-16.8,2.6,8.17,2008,2009
692,R29,HKSC102412A,HK,1,0.829,17.4,-15.3,2.38,6.67,2009,2010
693,R30,HKSC142507,HK,1,0.482,16.6,-16.8,2.54,7.1,2013,2014
694,R31,HKSC082408,HK,1,0.524,16.8,-14.1,2.45,6.79,2007,2008
695,R32,ZHSC160410,EPRE,1,1.056,15.9,-13.7,2.48,6.98,2004,2005
696,R33,ZHSC160410,EPRE,2,1.02,14.7,-13.9,2.45,7.06,2004,2006
697,R34,ZHSC160410,EPRE,3,2.045,13.9,-14.1,2.29,6.53,2004,2007
698,R35,ZHSC160410,EPRE,4,1.184,13.1,-14.1,2.21,6.35,2004,2008
699,R36,ZHSC160410,EPRE,5,0.993,13.2,-14.1,2.15,6.22,2004,2009
700,R37,ZHSC160410,EPRE,6,0.723,13.1,-14.1,2.38,6.91,2004,2010
701,R38,ZHSC160410,EPRE,7,0.634,12.3,-14,2.42,7,2004,2011
702,R39,ZHSC160410,EPRE,8,0.841,12.5,-14,2.43,7.06,2004,2012
703,R40,ZHSC160410,EPRE,9,0.759,12.5,-13.7,2.42,6.92,2004,2013
704,R41,ZHSC160410,EPRE,10,0.605,11.5,-13.6,2.6,7.38,2004,2014
705,R42,ZHSC160410,EPRE,11,0.35,10.2,-13.6,2.67,7.44,2004,2015
706,R43,ZHSC160410,EPRE,12,0.409,11.2,-13.6,2.67,7.52,2004,2016
707,R44,ZHSC160506,EPRE,1,1.262,15.6,-14.4,2.13,6.06,2005,2006
708,R45,ZHSC160506,EPRE,2,1.605,13.7,-14.8,2.16,6.31,2005,2007
709,R46,ZHSC160506,EPRE,3,1.473,13,-15.3,1.99,5.88,2005,2008
710,R47,ZHSC160506,EPRE,4,1.649,12.6,-15.4,2.07,6.22,2005,2009
711,R48,ZHSC160506,EPRE,5,1.457,12.5,-15.4,2.18,6.62,2005,2010
712,R49,ZHSC160506,EPRE,6,1.483,12.6,-14.9,2.33,6.85,2005,2011
713,R50,ZHSC160506,EPRE,7,1.317,12.3,-15,2.23,6.48,2005,2012
714,R51,ZHSC160506,EPRE,8,0.638,11.5,-15.1,2.56,7.38,2005,2013
715,R52,ZHSC160506,EPRE,9,1.066,12.3,-15.1,2.48,7.26,2005,2014
716,R53,ZHSC160506,EPRE,10,1.075,12.1,-15,2.65,7.6,2005,2015
717,R54,ZHSC160423,EPRE,1,NA,NA,NA,NA,NA,1999,2000
718,R55,ZHSC160423,EPRE,2,NA,NA,NA,NA,NA,1999,2001
719,R56,ZHSC160423,EPRE,3,1.068,12.7,-15.5,2.31,7,1999,2002
720,R57,ZHSC160423,EPRE,4,0.897,12.4,-14.6,2.48,7.13,1999,2003
721,R58,ZHSC160423,EPRE,5,0.887,12.2,-14.8,2.44,6.98,1999,2004
722,R59,ZHSC160423,EPRE,6,0.938,12.3,-14.8,2.4,6.87,1999,2005
723,R60,ZHSC160423,EPRE,7,1.123,12.1,-15,2.51,7.39,1999,2006
724,R61,ZHSC160423,EPRE,8,NA,NA,NA,NA,NA,1999,2007
725,R62,ZHSC160423,EPRE,9,0.833,11.8,-15,2.49,7.14,1999,2008
726,R63,ZHSC160423,EPRE,10,0.8,12.1,-14.7,2.65,7.63,1999,2009
727,R64,ZHSC160423,EPRE,11,0.875,12.2,-14.6,2.4,6.91,1999,2010
728,R65,ZHSC160423,EPRE,12,0.716,11.9,-14.6,2.6,7.42,1999,2011
729,R66,ZHSC160321,EPRE,0,1.691,14.5,-14.4,1.99,5.42,2005,2005
730,R67,ZHSC160321,EPRE,1,1.2,13.5,-15.1,2.05,5.8,2005,2006
731,R68,ZHSC160321,EPRE,2,1.261,13.6,-15.4,2.24,6.32,2005,2007
732,R69,ZHSC160321,EPRE,3,1.31,13.4,-15.5,2.25,6.39,2005,2008
733,R70,ZHSC160321,EPRE,4,1.248,13,-15.4,2.42,6.91,2005,2009
734,R71,ZHSC160321,EPRE,5,1.237,12.5,-15.2,2.42,6.92,2005,2010
735,R72,ZHSC160321,EPRE,6,1.134,12.3,-15.1,2.45,7.01,2005,2011
736,R73,ZHSC160321,EPRE,7,1.25,12.1,-15.1,2.4,6.87,2005,2012
737,R74,ZHSC160321,EPRE,8,0.859,12,-15.4,2.53,7.27,2005,2013
738,R75,ZHSC160321,EPRE,9,1.223,12.6,-15.5,2.36,6.88,2005,2014
739,R76,ZHSC160321,EPRE,10,0.936,13.2,-15.6,2.42,6.97,2005,2015
740,W15,ZHSC170525,NA,1,1.626,15.3,-14.4,2.11,5.85,1997,1998
741,W16,ZHSC170525,NA,2,1.332,14.5,-15.3,2.17,6.18,1997,1999
742,W17,ZHSC170525,NA,3,1.279,13.7,-15.3,2.23,6.34,1997,2000
743,W18,ZHSC170525,NA,4,1.403,13.6,-14.9,2.13,6.09,1997,2001
744,W19,ZHSC170525,NA,5,1.428,13.5,-14.8,2.25,6.46,1997,2002
745,W20,ZHSC170525,NA,6,1.413,13.1,-14.7,2.18,6.14,1997,2003
746,W21,ZHSC170525,NA,7,1.346,13.7,-15.4,2.27,6.61,1997,2004
747,W22,ZHSC170525,NA,8,1.393,13.9,-15.2,2.28,6.71,1997,2005
748,W23,ZHSC170525,NA,9,1.019,14.2,-15.1,2.32,6.79,1997,2006
749,W24,ZHSC170525,NA,10,1.117,14.7,-15.2,2.26,6.54,1997,2007
750,W25,ZHSC170525,NA,11,1.069,15.2,-15.2,2.23,6.6,1997,2008
751,W26,ZHSC170525,NA,12,1.149,15.5,-14.3,2.17,6.35,1997,2009
752,W27,ZHSC170525,NA,13,0.953,15.4,-14.4,2.29,6.81,1997,2010
753,W28,ZHSC170525,NA,14,0.913,15.6,-15.4,2.23,6.64,1997,2011
754,W29,ZHSC170525,NA,15,0.869,15.5,-14,2.17,6.52,1997,2012
755,W30,ZHSC170525,NA,16,0.729,15.6,-13.8,2.21,6.33,1997,2013
756,W31,ZHSC170525,NA,17,0.855,15.5,-13.9,2.1,6.06,1997,2014
757,W32,ZHSC170525,NA,18,0.646,16,-15.3,2.44,7.06,1997,2015
758,W33,ZHSC170525,NA,19,0.608,16.6,-14.7,2.48,7.14,1997,2016
759,W34,HKSC181702,HK,1,0.716,15.1,-13.7,2.18,6.29,1974,1975
760,W35,HKSC181702,HK,2,0.518,14.7,-14,2.06,5.9,1974,1976
761,W36,HKSC181702,HK,3,1.389,13.8,-14.4,2.18,5.88,1974,1977
762,W37,HKSC181702,HK,4,1.348,14.3,-14.1,1.93,5.69,1974,1978
763,W38,HKSC181702,HK,5,1.315,14,-13.4,1.87,5.41,1974,1979
764,W39,HKSC181702,HK,6,1.256,13.6,-17,2.14,6.92,1974,1980
765,W40,HKSC181702,HK,7,1.256,13.7,-14.5,2.43,7.04,1974,1981
766,W41,HKSC181702,HK,8,1.358,13.7,-14.5,2.02,5.99,1974,1982
767,W42,HKSC181702,HK,9,1.435,13.8,-14.5,1.77,5.22,1974,1983
768,W43,HKSC181702,HK,10,0.914,13.8,-12.6,2.13,6.03,1974,1984
769,W44,HKSC181702,HK,11,0.888,13.6,-14.2,2.21,6.4,1974,1985
770,W45,HKSC181702,HK,12,0.857,13.9,-14,2.08,6.18,1974,1986
771,W46,HKSC181702,HK,13,0.838,13.8,-14.2,2.13,6.09,1974,1987
772,W47,HKSC181702,HK,14,0.793,14,-14.1,2.16,6.24,1974,1988.5
773,W48,HKSC181702,HK,16,0.659,13.7,-13.8,2.13,6.27,1974,1990.5
774,W49,HKSC181702,HK,18,0.584,13.9,-14.3,2.11,6.14,1974,1992.5
775,W50,HKSC181702,HK,20,0.704,14.2,-14.1,2.28,6.49,1974,1994
776,W51,ZHSC150921,EPRE,1,1.377,15.3,-14.2,2.35,6.83,1995,1996
777,W52,ZHSC150921,EPRE,2,1.105,13.7,-14.5,2.35,6.79,1995,1997
778,W53,ZHSC150921,EPRE,3,1.019,13.3,-14.5,2.37,6.86,1995,1998
779,W54,ZHSC150921,EPRE,4,0.817,12.6,-14.7,2.33,6.83,1995,1999
780,W55,ZHSC150921,EPRE,5,0.85,12.7,-14.3,2.29,6.69,1995,2000
781,W56,ZHSC150921,EPRE,6,0.811,13,-14.7,2.21,6.59,1995,2001
782,W57,ZHSC150921,EPRE,7,0.811,12.9,-14.7,2.1,6.23,1995,2002
783,W58,ZHSC150921,EPRE,8,0.514,12.4,-15.1,2.29,6.95,1995,2003
784,W59,ZHSC150921,EPRE,9,0.729,13,-15.1,2.26,6.83,1995,2004
785,W60,ZHSC150921,EPRE,10,0.798,12.4,-14.4,2.28,6.82,1995,2005
786,W61,ZHSC150921,EPRE,11,0.763,12.6,-14.3,2.16,6.28,1995,2006
787,W62,ZHSC150921,EPRE,12,0.704,12.9,-14.8,2.32,7.03,1995,2007
788,W63,ZHSC150921,EPRE,13,0.67,12.4,-14.7,2.32,7,1995,2008
789,20160816.csv,HKSC152403-2,HK,1,2.142,15,-15.2,2.6,6.9,2003,2004
790,20160816.csv,HKSC152403-2,HK,3,1.258,14.8,-15,2.9,7.8,2003,2006
791,20160816.csv,HKSC152403-2,HK,4,1.329,15.2,-14.8,2.7,7.5,2003,2007
792,20160816.csv,HKSC152403-2,HK,5,1.635,14.9,-15.2,2.8,7.8,2003,2008
793,20160816.csv,HKSC152403-2,HK,6,1.291,15,-14.7,2.7,7.5,2003,2009
794,20160816.csv,HKSC152403-2,HK,7,1.354,15,-14.8,2.6,7.4,2003,2010
795,20160816.csv,HKSC152403-2,HK,8,1.369,14.7,-15.1,2.6,7.4,2003,2011
796,20160816.csv,HKSC152403-2,HK,9,1.214,14.6,-15.7,2.8,8,2003,2012
797,20160816.csv,HKSC152403-2,HK,10,0.23,11.7,-16,3.3,9.6,2003,2013
